Calculation1,School,City,County/State/Country,App GPA,Adm GPA,Enrl GPA
ORANGE GLEN HIGH SCHOOL050873,ORANGE GLEN HIGH SCHOOL,Escondido,San Diego,3.71,3.96,4.1
ORANGE HIGH SCHOOL052280,ORANGE HIGH SCHOOL,Orange,Orange,3.89,4.09,4.25
ORANGE VISTA HIGH SCHOOL050038,ORANGE VISTA HIGH SCHOOL,Perris,Riverside,3.71,3.92,4.02
ORCUTT ACADEMY HIGH SCHOOL054287,ORCUTT ACADEMY HIGH SCHOOL,Orcutt,Santa Barbara,3.97,4.09,4.09
ORESTIMBA HIGH SCHOOL052125,ORESTIMBA HIGH SCHOOL,Newman,Stanislaus,3.77,3.93,3.89
ORLAND HIGH SCHOOL052285,ORLAND HIGH SCHOOL,Orland,Glenn,3.85,4.01,
OROSI HIGH SCHOOL052290,OROSI HIGH SCHOOL,Orosi,Tulare,3.69,3.83,3.91
OROVILLE HIGH SCHOOL052295,OROVILLE HIGH SCHOOL,Oroville,Butte,4.1,4.12,
ORTHOPAEDIC HOSP MED MAGNET HS051811,ORTHOPAEDIC HOSP MED MAGNET HS,Los Angeles,Los Angeles,3.61,3.69,3.81
OSCAR DE LA HOYA ANIMO CHARTER051781,OSCAR DE LA HOYA ANIMO CHARTER,Los Angeles,Los Angeles,3.83,3.91,3.97
OTAY RANCH HIGH SCHOOL050602,OTAY RANCH HIGH SCHOOL,Chula Vista,San Diego,3.91,4.03,4.12
OXFORD ACADEMY050776,OXFORD ACADEMY,Cypress,Orange,4,4.02,4.05
OXNARD HIGH SCHOOL052305,OXNARD HIGH SCHOOL,Oxnard,Ventura,3.87,3.97,4.02
PACHECO HIGH SCHOOL054394,PACHECO HIGH SCHOOL,Los Banos,Merced,3.82,3.96,4.08
PACIFIC COAST HIGH SCHOOL053571,PACIFIC COAST HIGH SCHOOL,Tustin,Orange,3.75,,
PACIFIC COLLEGIATE SCHOOL053270,PACIFIC COLLEGIATE SCHOOL,Santa Cruz,Santa Cruz,3.84,3.95,4.05
PACIFIC GROVE HIGH SCHOOL052310,PACIFIC GROVE HIGH SCHOOL,Pacific Grove,Monterey,3.87,4.02,4.07
PACIFIC HIGH SCHOOL052790,PACIFIC HIGH SCHOOL,San Bernardino,San Bernardino,3.4,3.6,3.73
PACIFIC LAW ACADEMY053952,PACIFIC LAW ACADEMY,Stockton,San Joaquin,3.93,4.07,4.09
PACIFICA HIGH SCHOOL051034,PACIFICA HIGH SCHOOL,Garden Grove,Orange,3.81,3.9,4.07
PACIFICA HIGH SCHOOL052379,PACIFICA HIGH SCHOOL,Oxnard,Ventura,3.74,3.92,4.08
PAJARO VALLEY HS054045,PAJARO VALLEY HS,Watsonville,Santa Cruz,3.85,3.87,3.96
PALISADES CHARTER HIGH SCHOOL052327,PALISADES CHARTER HIGH SCHOOL,Pacific Palisade,Los Angeles,3.87,3.97,4
PALM DESERT HIGH SCHOOL052319,PALM DESERT HIGH SCHOOL,Palm Desert,Riverside,3.78,3.91,3.95
PALM SPRINGS HIGH SCHOOL052320,PALM SPRINGS HIGH SCHOOL,Palm Springs,Riverside,3.78,3.95,4.01
PALMDALE AEROSPACE ACADEMY054705,PALMDALE AEROSPACE ACADEMY,Palmdale,Los Angeles,3.66,3.93,4.14
PALMDALE HIGH SCHOOL052315,PALMDALE HIGH SCHOOL,Palmdale,Los Angeles,3.77,3.98,3.94
PALO ALTO SENIOR HIGH SCHOOL052350,PALO ALTO SENIOR HIGH SCHOOL,Palo Alto,Santa Clara,3.95,4,3.95
PALO VERDE HIGH SCHOOL050350,PALO VERDE HIGH SCHOOL,Blythe,Riverside,3.79,4.05,
PALOMA VALLEY HIGH SCHOOL051907,PALOMA VALLEY HIGH SCHOOL,Menifee,Riverside,3.8,3.92,4
PALOMARES ACADEMY054522,PALOMARES ACADEMY,Pomona,Los Angeles,3.67,3.95,
PALOS VERDES HIGH SCHOOL052358,PALOS VERDES HIGH SCHOOL,Palos Verdes Estate,Los Angeles,3.96,4.05,4.07
PALOS VERDES PENINSULA HS052683,PALOS VERDES PENINSULA HS,Rolling Hills Estat,Los Angeles,3.93,4.02,4.08
PANORAMA HIGH SCHOOL054081,PANORAMA HIGH SCHOOL,Panorama City,Los Angeles,3.56,3.8,4.08
PARADISE HIGH SCHOOL052360,PARADISE HIGH SCHOOL,Paradise,Butte,3.91,4.07,4.17
PARAMOUNT HIGH SCHOOL052365,PARAMOUNT HIGH SCHOOL,Paramount,Los Angeles,3.68,3.85,3.98
PARLIER HIGH SCHOOL052370,PARLIER HIGH SCHOOL,Parlier,Fresno,3.68,3.76,4.12
PASADENA HIGH SCHOOL052401,PASADENA HIGH SCHOOL,Pasadena,Los Angeles,3.79,3.95,4.06
PASO ROBLES HIGH SCHOOL052425,PASO ROBLES HIGH SCHOOL,Paso Robles,San Luis Obispo,3.93,4.04,4.13
PATRICK HENRY HIGH SCHOOL052867,PATRICK HENRY HIGH SCHOOL,San Diego,San Diego,3.85,4.02,4.1
PATRIOT HIGH SCHOOL054159,PATRIOT HIGH SCHOOL,Riverside,Riverside,3.68,3.81,3.86
PATTERSON HIGH SCHOOL052430,PATTERSON HIGH SCHOOL,Patterson,Stanislaus,3.72,3.81,3.89
PERRIS HIGH052440,PERRIS HIGH,Perris,Riverside,3.51,3.6,3.82
PESCADERO HIGH SCHOOL052445,PESCADERO HIGH SCHOOL,Pescadero,San Mateo,3.38,3.62,
PETALUMA HIGH SCHOOL052460,PETALUMA HIGH SCHOOL,Petaluma,Sonoma,3.92,4.08,4.12
PHILLIP & SALA BURTON ACAD HS052994,PHILLIP & SALA BURTON ACAD HS,San Francisco,San Francisco,3.83,3.94,4.06
PHILLIP J PATINO SCH ENTREPREN054849,PHILLIP J PATINO SCH ENTREPREN,Fresno,Fresno,3.88,3.87,
PHINEAS BANNING HIGH SCHOOL053785,PHINEAS BANNING HIGH SCHOOL,Wilmington,Los Angeles,3.61,3.85,3.98
PIEDMONT HIGH SCHOOL052462,PIEDMONT HIGH SCHOOL,Piedmont,Alameda,4.04,4.07,4.11
PIEDMONT HILLS HIGH SCHOOL051976,PIEDMONT HILLS HIGH SCHOOL,San Jose,Santa Clara,3.84,3.94,4.02
PIERCE HIGH SCHOOL050120,PIERCE HIGH SCHOOL,Arbuckle,Colusa,3.9,4.06,3.97
PINER HIGH SCHOOL053329,PINER HIGH SCHOOL,Santa Rosa,Sonoma,3.56,3.85,3.86
PINOLE VALLEY HIGH SCHOOL052464,PINOLE VALLEY HIGH SCHOOL,Pinole,Contra Costa,3.8,3.92,4
PIONEER HIGH SCHOOL053096,PIONEER HIGH SCHOOL,San Jose,Santa Clara,4.01,4.07,4.12
PIONEER HIGH SCHOOL053760,PIONEER HIGH SCHOOL,Whittier,Los Angeles,3.78,3.91,4.01
PIONEER HIGH SCHOOL053861,PIONEER HIGH SCHOOL,Woodland,Yolo,3.89,4.02,4.13
PIONEER VALLEY HIGH SCHOOL053847,PIONEER VALLEY HIGH SCHOOL,Santa Maria,Santa Barbara,3.53,3.74,3.9
PITTSBURG HIGH SCHOOL052475,PITTSBURG HIGH SCHOOL,Pittsburg,Contra Costa,3.84,3.92,4.03
PLACER HIGH SCHOOL050175,PLACER HIGH SCHOOL,Auburn,Placer,4.01,4.08,4.08
PLEASANT GROVE HIGH SCHOOL053953,PLEASANT GROVE HIGH SCHOOL,Elk Grove,Sacramento,3.79,3.91,4.01
PLEASANT VALLEY SR HIGH SCHOOL050548,PLEASANT VALLEY SR HIGH SCHOOL,Chico,Butte,3.93,4.07,4.15
POINT LOMA HIGH SCHOOL052870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,4.01,4.17,4.19
POMONA HIGH SCHOOL052505,POMONA HIGH SCHOOL,Pomona,Los Angeles,3.31,3.76,3.89
PONDEROSA HIGH SCHOOL053373,PONDEROSA HIGH SCHOOL,Shingle Springs,El Dorado,3.91,4,4.02
PORT OF LOS ANGELES HS054055,PORT OF LOS ANGELES HS,San Pedro,Los Angeles,3.53,3.71,3.77
PORTERVILLE HIGH SCHOOL052515,PORTERVILLE HIGH SCHOOL,Porterville,Tulare,3.78,3.85,4
PORTOLA HIGH SCHOOL050266,PORTOLA HIGH SCHOOL,Irvine,Orange,3.9,3.96,4.01
POWAY HIGH SCHOOL052533,POWAY HIGH SCHOOL,Poway,San Diego,3.93,4.02,4.1
PREUSS SCHOOL UCSD051479,PREUSS SCHOOL UCSD,La Jolla,San Diego,3.62,3.82,4.06
PROSPECT HIGH SCHOOL053344,PROSPECT HIGH SCHOOL,Saratoga,Santa Clara,3.89,3.97,4.11
PUBLIC SAFETY ACADEMY054223,PUBLIC SAFETY ACADEMY,San Bernardino,San Bernardino,3.77,4.06,
PUBLIC SAFETY ACADEMY054757,PUBLIC SAFETY ACADEMY,Fairfield,Solano,3.79,3.91,
PUC CALIFORNIA ACDMY LIB STUDY051548,PUC CALIFORNIA ACDMY LIB STUDY,Lakeview Terrace,Los Angeles,3.57,3.67,3.56
PUC CMNTY CHAR MS EARLY COL HS054065,PUC CMNTY CHAR MS EARLY COL HS,Lake View Terrace,Los Angeles,3.73,3.76,4
PUC EARLY COLG ACADEMY LEADERS054541,PUC EARLY COLG ACADEMY LEADERS,Los Angeles,Los Angeles,3.78,4,
PUC LAKEVIEW CHARTER HIGH SCHL054519,PUC LAKEVIEW CHARTER HIGH SCHL,San Fernando,Los Angeles,3.7,3.82,3.96
PUC TRIUMPH CHARTER ACADEMY HS054532,PUC TRIUMPH CHARTER ACADEMY HS,Sylmar,Los Angeles,3.36,3.45,3.54
QUARTZ HILL HIGH SCHOOL052543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,3.71,3.94,4
RAMON C CORTINES SCH VIS PERF054376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,3.73,3.92,4.01
RAMONA HIGH SCHOOL052550,RAMONA HIGH SCHOOL,Ramona,San Diego,4.01,4.11,4.1
RAMONA HIGH SCHOOL052670,RAMONA HIGH SCHOOL,Riverside,Riverside,3.73,3.82,3.96
RANCHO ALAMITOS HIGH SCHOOL051032,RANCHO ALAMITOS HIGH SCHOOL,Garden Grove,Orange,3.7,3.8,3.92
RANCHO BERNARDO HIGH SCHOOL052536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,3.93,4.01,4.05
RANCHO BUENA VISTA HIGH SCHOOL053668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,3.8,4.02,4.07
RANCHO CAMPANA HIGH SCHOOL054851,RANCHO CAMPANA HIGH SCHOOL,Camarillo,Ventura,4.06,4.11,4.18
RANCHO COTATE HIGH SCHOOL052678,RANCHO COTATE HIGH SCHOOL,Rohnert Park,Sonoma,3.82,3.89,4.11
RANCHO CUCAMONGA HIGH SCHOOL052546,RANCHO CUCAMONGA HIGH SCHOOL,Rancho Cucamonga,San Bernardino,3.84,3.95,4.02
RANCHO DOMINGUEZ PREP SCHOOL054525,RANCHO DOMINGUEZ PREP SCHOOL,Long Beach,Los Angeles,3.81,4.04,
RANCHO MIRAGE HIGH SCHOOL054702,RANCHO MIRAGE HIGH SCHOOL,Rancho Mirage,Riverside,3.59,3.76,3.89
RANCHO VERDE HIGH SCHOOL052056,RANCHO VERDE HIGH SCHOOL,Moreno Valley,Riverside,3.69,3.89,3.94
RAOUL WALLENBERG TRADITIONAL052999,RAOUL WALLENBERG TRADITIONAL,San Francisco,San Francisco,3.79,3.95,3.98
RED BLUFF HIGH SCHOOL052575,RED BLUFF HIGH SCHOOL,Red Bluff,Tehama,4.07,4.17,4.23
REDLANDS EAST VALLEY HS052572,REDLANDS EAST VALLEY HS,Redlands,San Bernardino,3.84,3.99,4.07
REDLANDS HIGH SCHOOL052590,REDLANDS HIGH SCHOOL,Redlands,San Bernardino,3.83,3.95,4
REDONDO UNION HIGH SCHOOL052600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,3.85,3.94,3.96
REDWOOD HIGH SCHOOL051361,REDWOOD HIGH SCHOOL,Larkspur,Marin,3.88,4.01,4.04
REDWOOD HIGH SCHOOL053665,REDWOOD HIGH SCHOOL,Visalia,Tulare,3.82,3.94,4.11
REEDLEY HIGH SCHOOL052615,REEDLEY HIGH SCHOOL,Reedley,Fresno,3.71,3.82,3.89
REEDLEY MIDDLE COLLEGE HS054666,REEDLEY MIDDLE COLLEGE HS,Reedley,Fresno,3.98,4.01,4.13
RENAISSANCE ARTS ACADEMY051763,RENAISSANCE ARTS ACADEMY,Los Angeles,Los Angeles,3.9,3.95,3.96
RENAISSANCE HIGH SCHOOL ARTS051501,RENAISSANCE HIGH SCHOOL ARTS,Long Beach,Los Angeles,3.76,3.99,4.07
RESEDA HIGH SCHOOL052620,RESEDA HIGH SCHOOL,Reseda,Los Angeles,3.63,3.78,3.94
RIALTO HIGH SCHOOL052629,RIALTO HIGH SCHOOL,Rialto,San Bernardino,3.61,3.83,3.93
RICHMOND HIGH SCHOOL052636,RICHMOND HIGH SCHOOL,Richmond,Contra Costa,3.62,3.67,3.84
RIDGEVIEW HIGH SCHOOL050202,RIDGEVIEW HIGH SCHOOL,Bakersfield,Kern,3.78,3.91,4.04
RIM OF THE WORLD HIGH SCHOOL051340,RIM OF THE WORLD HIGH SCHOOL,Lake Arrowhead,San Bernardino,3.87,4.02,4.08
RIO AMERICANO HIGH SCHOOL052730,RIO AMERICANO HIGH SCHOOL,Sacramento,Sacramento,3.89,4,4.04
RIO LINDA SENIOR HIGH SCHOOL052643,RIO LINDA SENIOR HIGH SCHOOL,Rio Linda,Sacramento,3.74,3.83,3.9
RIO MESA HIGH SCHOOL052299,RIO MESA HIGH SCHOOL,Oxnard,Ventura,3.84,4.01,4.18
RIO VISTA HIGH SCHOOL052645,RIO VISTA HIGH SCHOOL,Rio Vista,Solano,3.98,4.03,
RIPON HIGH SCHOOL052650,RIPON HIGH SCHOOL,Ripon,San Joaquin,3.88,4,4.18
RISE AT AUGUSTUS HAWKINS HIGH054634,RISE AT AUGUSTUS HAWKINS HIGH,Los Angeles,Los Angeles,3.43,3.76,
RISE KOHYANG HIGH SCHOOL050308,RISE KOHYANG HIGH SCHOOL,Los Angeles,Los Angeles,3.55,3.73,3.78
RIVER CITY HIGH SCHOOL053740,RIVER CITY HIGH SCHOOL,West Sacramento,Yolo,3.85,3.95,4.03
RIVER SPRINGS CHARTER SCHOOL054113,RIVER SPRINGS CHARTER SCHOOL,Temecula,Riverside,3.72,3.75,
RIVER VALLEY CHARTER SCHOOL051446,RIVER VALLEY CHARTER SCHOOL,Lakeside,San Diego,4.06,4.12,
RIVER VALLEY HIGH SCHOOL053964,RIVER VALLEY HIGH SCHOOL,Yuba City,Sutter,3.81,3.98,3.98
RIVERBANK HIGH SCHOOL052657,RIVERBANK HIGH SCHOOL,Riverbank,Stanislaus,3.68,3.79,3.89
RIVERDALE HIGH SCHOOL052660,RIVERDALE HIGH SCHOOL,Riverdale,Fresno,3.8,3.9,4.17
RIVERSIDE POLY HIGH SCHOOL052665,RIVERSIDE POLY HIGH SCHOOL,Riverside,Riverside,3.72,3.9,3.92
RIVERSIDE PREPARATORY054241,RIVERSIDE PREPARATORY,Oro Grande,San Bernardino,3.72,4.15,4.18
RIVERSIDE STEM ACADEMY054784,RIVERSIDE STEM ACADEMY,Riverside,Riverside,3.77,3.88,3.88
ROBERT A MILLIKAN HIGH SCHOOL051476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,3.9,4.02,4.13
ROBERT F KENNEDY HIGH SCHOOL054280,ROBERT F KENNEDY HIGH SCHOOL,Delano,Kern,3.8,4,4.17
ROBERT FULTON COLLEGE PREP SCH054030,ROBERT FULTON COLLEGE PREP SCH,Van Nuys,Los Angeles,3.48,3.9,3.85
ROBERTO CRUZ LEADERSHIP ACDMY054885,ROBERTO CRUZ LEADERSHIP ACDMY,San Jose,Santa Clara,3.42,3.47,3.59
ROCKLIN HIGH SCHOOL052609,ROCKLIN HIGH SCHOOL,Rocklin,Placer,4.06,4.13,4.17
RONALD E MCNAIR HIGH SCHOOL053958,RONALD E MCNAIR HIGH SCHOOL,Stockton,San Joaquin,3.66,3.75,3.85
ROSAMOND HIGH SCHOOL052684,ROSAMOND HIGH SCHOOL,Rosamond,Kern,4.02,4.05,
ROSELAND COLLEGIATE PREP054850,ROSELAND COLLEGIATE PREP,Santa Rosa,Sonoma,3.88,4,3.95
ROSELAND UNIVERSITY PREP054044,ROSELAND UNIVERSITY PREP,Santa Rosa,Sonoma,3.8,3.92,4.08
ROSEMEAD HIGH SCHOOL052685,ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,3.75,3.9,4.05
ROSEMONT HIGH SCHOOL053927,ROSEMONT HIGH SCHOOL,Sacramento,Sacramento,3.74,3.75,3.82
ROSEVILLE HIGH SCHOOL052690,ROSEVILLE HIGH SCHOOL,Roseville,Placer,3.97,4.04,4.07
ROYAL HIGH SCHOOL053379,ROYAL HIGH SCHOOL,Simi Valley,Ventura,3.98,4.09,4.14
RUBEN S AYALA HIGH SCHOOL050563,RUBEN S AYALA HIGH SCHOOL,Chino Hills,San Bernardino,3.78,3.87,3.93
RUBIDOUX HIGH SCHOOL052672,RUBIDOUX HIGH SCHOOL,Jurupa Valley,Riverside,3.55,3.7,3.89
RUTH ASAWA SCHOOL OF THE ARTS053033,RUTH ASAWA SCHOOL OF THE ARTS,San Francisco,San Francisco,4.01,4.05,4.07
SACRAMENTO HIGH SCHOOL052735,SACRAMENTO HIGH SCHOOL,Sacramento,Sacramento,3.5,3.68,3.81
SACRAMENTO NEW TECHNOLOGY HS053012,SACRAMENTO NEW TECHNOLOGY HS,Sacramento,Sacramento,3.44,3.54,
SADDLEBACK HIGH SCHOOL053242,SADDLEBACK HIGH SCHOOL,Santa Ana,Orange,3.36,3.69,3.92
SAGE CREEK HIGH SCHOOL054709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,3.91,4,4.03
SAGE OAK CHARTER051664,SAGE OAK CHARTER,Redlands,San Bernardino,3.82,4.04,
SAINT HELENA HIGH SCHOOL052740,SAINT HELENA HIGH SCHOOL,Saint Helena,Napa,3.78,3.92,3.99
SALINAS HIGH SCHOOL052755,SALINAS HIGH SCHOOL,Salinas,Monterey,4.03,4.14,4.17
SAMUELI ACADEMY054751,SAMUELI ACADEMY,Santa Ana,Orange,3.73,3.77,3.97
SAN BENITO HIGH SCHOOL051180,SAN BENITO HIGH SCHOOL,Hollister,San Benito,3.65,3.76,3.93
SAN BERNARDINO HIGH SCHOOL052797,SAN BERNARDINO HIGH SCHOOL,San Bernardino,San Bernardino,3.58,3.82,3.82
SAN CLEMENTE HIGH SCHOOL052814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,3.94,4.06,4.14
SAN DIEGO HIGH SCHOOL052885,SAN DIEGO HIGH SCHOOL,San Diego,San Diego,3.62,3.93,4.03
SAN DIEGO HS BUSINESS/LEADERSHIP053209,SAN DIEGO HS BUSINESS/LEADERSHIP,San Diego,San Diego,3.38,3.75,
SAN DIEGO INTL STUDIES053907,SAN DIEGO INTL STUDIES,San Diego,San Diego,3.9,4.02,4.08
SAN DIEGO MET053909,SAN DIEGO MET,San Diego,San Diego,3.78,,
SAN DIEGO SCHL CREATE/PERFORM052869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,3.84,4.07,4.06
SAN DIEGO SCIENCE & TECHNOLOGY053903,SAN DIEGO SCIENCE & TECHNOLOGY,San Diego,San Diego,3.65,3.98,4.11
SAN DIEGO WORKFORCE INNOVATION HS050448,SAN DIEGO WORKFORCE INNOVATION HS,National City,San Diego,3.62,,
SAN DIEGUITO ACADEMY050865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,3.88,3.98,4.03
SAN DIMAS HIGH SCHOOL052894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,3.74,3.84,3.95
SAN FERNANDO HIGH SCHOOL052905,SAN FERNANDO HIGH SCHOOL,San Fernando,Los Angeles,3.71,3.84,3.98
SAN FRANCISCO INTERNATIONAL HS054515,SAN FRANCISCO INTERNATIONAL HS,San Francisco,San Francisco,3.85,3.89,
SAN GABRIEL HIGH SCHOOL053055,SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,3.79,3.87,3.96
SAN GORGONIO HIGH SCHOOL052798,SAN GORGONIO HIGH SCHOOL,San Bernardino,San Bernardino,3.58,3.85,3.85
SAN JACINTO HIGH SCHOOL053070,SAN JACINTO HIGH SCHOOL,San Jacinto,Riverside,3.68,3.97,4.04
SAN JACINTO VALLEY ACADEMY054027,SAN JACINTO VALLEY ACADEMY,San Jacinto,Riverside,3.88,3.96,3.99
SAN JOSE HIGH SCHOOL053098,SAN JOSE HIGH SCHOOL,San Jose,Santa Clara,3.79,3.94,4.01
SAN JUAN HIGH SCHOOL050582,SAN JUAN HIGH SCHOOL,Citrus Heights,Sacramento,3.65,3.68,3.95
SAN JUAN HILLS HIGH SCHOOL054181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,3.94,4,4.12
SAN LEANDRO HIGH SCHOOL053120,SAN LEANDRO HIGH SCHOOL,San Leandro,Alameda,3.65,3.83,3.94
SAN LORENZO HIGH SCHOOL053130,SAN LORENZO HIGH SCHOOL,San Lorenzo,Alameda,3.74,3.87,3.96
SAN LORENZO VALLEY HIGH SCHOOL050927,SAN LORENZO VALLEY HIGH SCHOOL,Felton,Santa Cruz,4.03,4.07,4.05
SAN LUIS OBISPO HIGH SCHOOL053145,SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,4,4.07,4.07
SAN MARCOS HIGH SCHOOL050883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,3.87,4.02,4.06
SAN MARCOS HIGH SCHOOL053272,SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,3.9,4.07,4.16
SAN MARIN HIGH SCHOOL052172,SAN MARIN HIGH SCHOOL,Novato,Marin,3.99,4.09,4.06
SAN MARINO HIGH SCHOOL053158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,3.75,3.85,3.87
SAN MATEO HIGH SCHOOL053175,SAN MATEO HIGH SCHOOL,San Mateo,San Mateo,3.79,3.87,3.93
SAN PASQUAL HIGH SCHOOL050884,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,3.81,3.99,4.06
SAN PEDRO HIGH SCHOOL053195,SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,3.86,4.02,4.02
SAN RAFAEL HIGH SCHOOL053222,SAN RAFAEL HIGH SCHOOL,San Rafael,Marin,3.78,3.82,3.94
SAN RAMON VALLEY HIGH SCHOOL050725,SAN RAMON VALLEY HIGH SCHOOL,Danville,Contra Costa,3.92,4.01,4
SAN YSIDRO HIGH SCHOOL053628,SAN YSIDRO HIGH SCHOOL,San Diego,San Diego,3.58,3.82,3.95
SANGER HIGH SCHOOL053065,SANGER HIGH SCHOOL,Sanger,Fresno,3.89,3.95,3.9
SANTA ANA HIGH SCHOOL053235,SANTA ANA HIGH SCHOOL,Santa Ana,Orange,3.47,3.75,3.84
SANTA BARBARA SENIOR HIGH SCHO053275,SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,3.94,4.1,4.17
SANTA CLARA HIGH SCHOOL053280,SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,3.89,4.02,4.08
SANTA CLARITA VALLEY INTL CHARTER050514,SANTA CLARITA VALLEY INTL CHARTER,Castaic,Los Angeles,4.15,,
SANTA CRUZ ALTERNATIVE050446,SANTA CRUZ ALTERNATIVE,Santa Cruz,Santa Cruz,3.8,,
SANTA CRUZ CNTY CYPRESS CRT HS053845,SANTA CRUZ CNTY CYPRESS CRT HS,Santa Cruz,Santa Cruz,3.91,3.91,
SANTA CRUZ HIGH SCHOOL053297,SANTA CRUZ HIGH SCHOOL,Santa Cruz,Santa Cruz,4.03,4.08,4.14
SANTA FE HIGH SCHOOL053300,SANTA FE HIGH SCHOOL,Santa Fe Springs,Los Angeles,3.66,3.8,3.88
SANTA MARIA HIGH SCHOOL053305,SANTA MARIA HIGH SCHOOL,Santa Maria,Santa Barbara,3.51,3.67,3.92
SANTA MONICA HIGH SCHOOL053320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,3.86,3.95,4.01
SANTA PAULA HIGH SCHOOL053325,SANTA PAULA HIGH SCHOOL,Santa Paula,Ventura,3.66,3.84,4.07
SANTA ROSA ACADEMY054106,SANTA ROSA ACADEMY,Menifee,Riverside,3.7,4.03,
SANTA ROSA HIGH SCHOOL053330,SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,3.87,4.04,4.07
SANTA SUSANA HIGH SCHOOL053372,SANTA SUSANA HIGH SCHOOL,Simi Valley,Ventura,4.02,4.08,4.11
SANTA TERESA HIGH SCHOOL053106,SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,3.92,4,4.04
SANTA YNEZ VALLEY UNION HS053340,SANTA YNEZ VALLEY UNION HS,Santa Ynez,Santa Barbara,3.92,4.07,
SANTANA HIGH SCHOOL053342,SANTANA HIGH SCHOOL,Santee,San Diego,3.88,3.98,4.18
SANTEE EDUCATION COMPLEX053974,SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,3.6,3.73,3.98
SANTIAGO HIGH SCHOOL050692,SANTIAGO HIGH SCHOOL,Corona,Riverside,3.86,4.02,4.06
SANTIAGO HIGH SCHOOL051033,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,3.66,3.74,3.84
SARATOGA HIGH SCHOOL053343,SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,4,4.05,4.06
SATO ACADEMY OF MATH & SCIENCE054837,SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,3.75,3.87,4.12
SAUGUS HIGH SCHOOL053336,SAUGUS HIGH SCHOOL,Saugus,Los Angeles,3.75,3.91,3.98
SAVANNA HIGH SCHOOL050087,SAVANNA HIGH SCHOOL,Anaheim,Orange,3.69,3.87,4.07
SCH ENGINEERING & SCIENCES054286,SCH ENGINEERING & SCIENCES,Sacramento,Sacramento,4.03,,
SCH SOCIAL JUSTICE-CONT LEARN CTR054695,SCH SOCIAL JUSTICE-CONT LEARN CTR,Los Angeles,Los Angeles,3.27,3.74,3.98
SCHOOL BUS TOUR CONTRERAS LRN054053,SCHOOL BUS TOUR CONTRERAS LRN,Los Angeles,Los Angeles,3.69,3.7,
SCHOOL OF ARTS AND ENTERPRISE053993,SCHOOL OF ARTS AND ENTERPRISE,Pomona,Los Angeles,3.48,3.86,
SCHOOL VISUAL ARTS HUMANITIES054243,SCHOOL VISUAL ARTS HUMANITIES,Los Angeles,Los Angeles,3.36,3.62,
SCHURR HIGH SCHOOL052037,SCHURR HIGH SCHOOL,Montebello,Los Angeles,3.64,3.74,3.83
SCOTTS VALLEY HIGH SCHOOL053598,SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,3.98,4.1,4.1
SCRIPPS RANCH HIGH052834,SCRIPPS RANCH HIGH,San Diego,San Diego,3.99,4.06,4.16
SEASIDE HIGH SCHOOL052048,SEASIDE HIGH SCHOOL,Seaside,Monterey,3.81,3.98,4.13
SEGERSTROM HIGH SCHOOL054018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,3.59,3.72,3.95
SELMA HIGH SCHOOL053350,SELMA HIGH SCHOOL,Selma,Fresno,3.81,3.91,3.92
SEQUOIA HIGH SCHOOL052605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,3.83,3.91,3.99
SERRA HIGH052891,SERRA HIGH,San Diego,San Diego,3.98,4.09,4.14
