Calculation1,School,City,County/State/ Territory,Count,All,Female,Male,Unknown
MINNETONKA HIGH SCHOOL240780,MINNETONKA HIGH SCHOOL,Minnetonka,MN,App,22,16,6,
MINNETONKA HIGH SCHOOL240780,MINNETONKA HIGH SCHOOL,Minnetonka,MN,Adm,14,11,3,
MINNETONKA HIGH SCHOOL240780,MINNETONKA HIGH SCHOOL,Minnetonka,MN,Enr,4,3,,
MIRABEAU B LAMAR SR HIGH SCH443405,MIRABEAU B LAMAR SR HIGH SCH,Houston,TX,App,23,14,9,
MIRABEAU B LAMAR SR HIGH SCH443405,MIRABEAU B LAMAR SR HIGH SCH,Houston,TX,Adm,13,10,3,
MIRABEAU B LAMAR SR HIGH SCH443405,MIRABEAU B LAMAR SR HIGH SCH,Houston,TX,Enr,3,,,
MISS HALLS SCHOOL221760,MISS HALLS SCHOOL,Pittsfield,MA,App,12,11,,
MISS HALLS SCHOOL221760,MISS HALLS SCHOOL,Pittsfield,MA,Adm,9,8,,
MISS HALLS SCHOOL221760,MISS HALLS SCHOOL,Pittsfield,MA,Enr,3,3,,
MISS PORTER'S SCHOOL70210,MISS PORTER'S SCHOOL,Farmington,CT,App,18,18,,
MISS PORTER'S SCHOOL70210,MISS PORTER'S SCHOOL,Farmington,CT,Adm,10,10,,
MOANALUA HIGH SCHOOL120076,MOANALUA HIGH SCHOOL,Honolulu,HI,App,36,18,18,
MOANALUA HIGH SCHOOL120076,MOANALUA HIGH SCHOOL,Honolulu,HI,Adm,28,16,12,
MOANALUA HIGH SCHOOL120076,MOANALUA HIGH SCHOOL,Honolulu,HI,Enr,4,3,,
MONARCH HIGH SCHOOL60130,MONARCH HIGH SCHOOL,Louisville,CO,App,16,11,5,
MONARCH HIGH SCHOOL60130,MONARCH HIGH SCHOOL,Louisville,CO,Adm,14,10,4,
MONARCH HIGH SCHOOL60130,MONARCH HIGH SCHOOL,Louisville,CO,Enr,3,3,,
MONMOUTH CTY ACAD HEALTH/SCI310870,MONMOUTH CTY ACAD HEALTH/SCI,Neptune,NJ,App,5,,,
MONMOUTH CTY ACAD HEALTH/SCI310870,MONMOUTH CTY ACAD HEALTH/SCI,Neptune,NJ,Adm,3,,,
MONROE WOODBURY HIGH SCHOOL331297,MONROE WOODBURY HIGH SCHOOL,Central Valley,NY,App,8,,5,
MONROE WOODBURY HIGH SCHOOL331297,MONROE WOODBURY HIGH SCHOOL,Central Valley,NY,Adm,6,,4,
MONTCLAIR HIGH SCHOOL310820,MONTCLAIR HIGH SCHOOL,Montclair,NJ,App,47,25,22,
MONTCLAIR HIGH SCHOOL310820,MONTCLAIR HIGH SCHOOL,Montclair,NJ,Adm,28,16,12,
MONTCLAIR HIGH SCHOOL310820,MONTCLAIR HIGH SCHOOL,Montclair,NJ,Enr,7,6,,
MONTCLAIR KIMBERLEY ACADEMY310815,MONTCLAIR KIMBERLEY ACADEMY,Montclair,NJ,App,9,,6,
MONTCLAIR KIMBERLEY ACADEMY310815,MONTCLAIR KIMBERLEY ACADEMY,Montclair,NJ,Adm,6,3,3,
MONTGOMERY BLAIR HIGH SCHOOL210965,MONTGOMERY BLAIR HIGH SCHOOL,Silver Spring,MD,App,76,35,41,
MONTGOMERY BLAIR HIGH SCHOOL210965,MONTGOMERY BLAIR HIGH SCHOOL,Silver Spring,MD,Adm,43,17,26,
MONTGOMERY BLAIR HIGH SCHOOL210965,MONTGOMERY BLAIR HIGH SCHOOL,Silver Spring,MD,Enr,12,3,9,
MONTGOMERY HIGH SCHOOL311359,MONTGOMERY HIGH SCHOOL,Skillman,NJ,App,44,14,28,
MONTGOMERY HIGH SCHOOL311359,MONTGOMERY HIGH SCHOOL,Skillman,NJ,Adm,29,8,20,
MONTGOMERY HIGH SCHOOL311359,MONTGOMERY HIGH SCHOOL,Skillman,NJ,Enr,5,,3,
MONTROSE HIGH SCHOOL61035,MONTROSE HIGH SCHOOL,Montrose,CO,App,5,5,,
MONTROSE HIGH SCHOOL61035,MONTROSE HIGH SCHOOL,Montrose,CO,Adm,5,5,,
MONTVERDE ACADEMY101185,MONTVERDE ACADEMY,Montverde,FL,App,33,10,23,
MONTVERDE ACADEMY101185,MONTVERDE ACADEMY,Montverde,FL,Adm,23,7,16,
MONTVERDE ACADEMY101185,MONTVERDE ACADEMY,Montverde,FL,Enr,8,3,5,
MONTVILLE TOWNSHIP HIGH SCHOOL310826,MONTVILLE TOWNSHIP HIGH SCHOOL,Montville,NJ,App,15,8,7,
MONTVILLE TOWNSHIP HIGH SCHOOL310826,MONTVILLE TOWNSHIP HIGH SCHOOL,Montville,NJ,Adm,8,5,3,
MOORESTOWN FRIENDS SCHOOL310830,MOORESTOWN FRIENDS SCHOOL,Moorestown,NJ,App,9,,7,
MOORESTOWN FRIENDS SCHOOL310830,MOORESTOWN FRIENDS SCHOOL,Moorestown,NJ,Adm,6,,5,
MOORESTOWN HIGH SCHOOL310825,MOORESTOWN HIGH SCHOOL,Moorestown,NJ,App,9,5,,
MOORESTOWN HIGH SCHOOL310825,MOORESTOWN HIGH SCHOOL,Moorestown,NJ,Adm,6,3,3,
MORGAN PARK ACADEMY141040,MORGAN PARK ACADEMY,Chicago,IL,Adm,4,,3,
MORGAN SCHOOL THE70105,MORGAN SCHOOL THE,Clinton,CT,Adm,3,,3,
MORGANTOWN HIGH SCHOOL490875,MORGANTOWN HIGH SCHOOL,Morgantown,WV,App,7,,5,
MORGANTOWN HIGH SCHOOL490875,MORGANTOWN HIGH SCHOOL,Morgantown,WV,Adm,4,,,
MORRISTOWN HIGH SCHOOL310840,MORRISTOWN HIGH SCHOOL,Morristown,NJ,App,10,6,,
MORRISTOWN HIGH SCHOOL310840,MORRISTOWN HIGH SCHOOL,Morristown,NJ,Adm,7,5,,
MOUNDS PARK ACADEMY242277,MOUNDS PARK ACADEMY,Saint Paul,MN,Adm,3,,,
MOUNDS VIEW HIGH SCHOOL241805,MOUNDS VIEW HIGH SCHOOL,Arden Hills,MN,App,20,9,10,
MOUNDS VIEW HIGH SCHOOL241805,MOUNDS VIEW HIGH SCHOOL,Arden Hills,MN,Adm,12,4,8,
MOUNDS VIEW HIGH SCHOOL241805,MOUNDS VIEW HIGH SCHOOL,Arden Hills,MN,Enr,3,,,
MOUNT ALVERNIA HIGH SCHOOL220605,MOUNT ALVERNIA HIGH SCHOOL,Newton,MA,Adm,4,4,,
MOUNT HEBRON HIGH SCHOOL210512,MOUNT HEBRON HIGH SCHOOL,Ellicott City,MD,App,9,6,,
MOUNT HEBRON HIGH SCHOOL210512,MOUNT HEBRON HIGH SCHOOL,Ellicott City,MD,Adm,6,3,3,
MOUNT LEBANON HIGH SCHOOL393730,MOUNT LEBANON HIGH SCHOOL,Pittsburgh,PA,App,6,,,
MOUNT LEBANON HIGH SCHOOL393730,MOUNT LEBANON HIGH SCHOOL,Pittsburgh,PA,Adm,4,,3,
MOUNT MICHAEL BENEDICTINE HS280757,MOUNT MICHAEL BENEDICTINE HS,Elkhorn,NE,Adm,3,,3,
MOUNT OLIVE HIGH SCHOOL310378,MOUNT OLIVE HIGH SCHOOL,Flanders,NJ,App,8,,6,
MOUNT OLIVE HIGH SCHOOL310378,MOUNT OLIVE HIGH SCHOOL,Flanders,NJ,Adm,4,,3,
MOUNT PISGAH CHRISTIAN SCHOOL110062,MOUNT PISGAH CHRISTIAN SCHOOL,Johns Creek,GA,App,10,6,,
MOUNT PISGAH CHRISTIAN SCHOOL110062,MOUNT PISGAH CHRISTIAN SCHOOL,Johns Creek,GA,Adm,8,6,,
MOUNT PISGAH CHRISTIAN SCHOOL110062,MOUNT PISGAH CHRISTIAN SCHOOL,Johns Creek,GA,Enr,3,,,
MOUNT SAINT CHARLES ACADEMY400285,MOUNT SAINT CHARLES ACADEMY,Woonsocket,RI,App,6,5,,
MOUNT SAINT CHARLES ACADEMY400285,MOUNT SAINT CHARLES ACADEMY,Woonsocket,RI,Adm,5,4,,
MOUNT SAINT MARY ACADEMY311025,MOUNT SAINT MARY ACADEMY,Watchung,NJ,Adm,3,3,,
MOUNT SI HIGH SCHOOL480797,MOUNT SI HIGH SCHOOL,Snoqualmie,WA,App,30,18,12,
MOUNT SI HIGH SCHOOL480797,MOUNT SI HIGH SCHOOL,Snoqualmie,WA,Adm,19,13,6,
MOUNT VERNON HIGH SCHOOL480750,MOUNT VERNON HIGH SCHOOL,Mount Vernon,WA,App,12,9,,
MOUNT VERNON HIGH SCHOOL480750,MOUNT VERNON HIGH SCHOOL,Mount Vernon,WA,Adm,8,6,,
MOUNTAIN BROOK HIGH SCHOOL10380,MOUNTAIN BROOK HIGH SCHOOL,Mountain Brook,AL,App,5,,,
MOUNTAIN VIEW HIGH SCHOOL472147,MOUNTAIN VIEW HIGH SCHOOL,Stafford,VA,Adm,3,,,
MOUNTAIN VIEW HIGH SCHOOL481477,MOUNTAIN VIEW HIGH SCHOOL,Vancouver,WA,App,12,5,6,
MOUNTAIN VIEW HIGH SCHOOL481477,MOUNTAIN VIEW HIGH SCHOOL,Vancouver,WA,Adm,11,4,6,
MOUNTAIN VISTA HIGH SCHOOL60747,MOUNTAIN VISTA HIGH SCHOOL,Highlands Ranch,CO,App,20,8,12,
MOUNTAIN VISTA HIGH SCHOOL60747,MOUNTAIN VISTA HIGH SCHOOL,Highlands Ranch,CO,Adm,17,6,11,
MOUNTAIN VISTA HIGH SCHOOL60747,MOUNTAIN VISTA HIGH SCHOOL,Highlands Ranch,CO,Enr,7,4,3,
MOUNTAINSIDE HIGH SCHOOL381293,MOUNTAINSIDE HIGH SCHOOL,Beaverton,OR,App,33,19,14,
MOUNTAINSIDE HIGH SCHOOL381293,MOUNTAINSIDE HIGH SCHOOL,Beaverton,OR,Adm,22,14,8,
MYERS PARK HIGH SCHOOL340680,MYERS PARK HIGH SCHOOL,Charlotte,NC,App,11,6,5,
MYERS PARK HIGH SCHOOL340680,MYERS PARK HIGH SCHOOL,Charlotte,NC,Adm,6,3,3,
NANUET SENIOR HIGH SCHOOL333273,NANUET SENIOR HIGH SCHOOL,Nanuet,NY,Adm,3,,,
NAPERVILLE CENTRAL HIGH SCHOOL143105,NAPERVILLE CENTRAL HIGH SCHOOL,Naperville,IL,App,47,21,26,
NAPERVILLE CENTRAL HIGH SCHOOL143105,NAPERVILLE CENTRAL HIGH SCHOOL,Naperville,IL,Adm,26,14,12,
NAPERVILLE NORTH HIGH SCHOOL143106,NAPERVILLE NORTH HIGH SCHOOL,Naperville,IL,App,54,26,24,
NAPERVILLE NORTH HIGH SCHOOL143106,NAPERVILLE NORTH HIGH SCHOOL,Naperville,IL,Adm,36,18,16,
NAPERVILLE NORTH HIGH SCHOOL143106,NAPERVILLE NORTH HIGH SCHOOL,Naperville,IL,Enr,14,6,7,
NASHOBA REGIONAL HIGH SCHOOL220162,NASHOBA REGIONAL HIGH SCHOOL,Bolton,MA,Adm,3,3,,
NASHUA HIGH SCHOOL NORTH300430,NASHUA HIGH SCHOOL NORTH,Nashua,NH,Adm,3,,3,
NASHUA HIGH SCHOOL SOUTH300431,NASHUA HIGH SCHOOL SOUTH,Nashua,NH,App,16,6,10,
NASHUA HIGH SCHOOL SOUTH300431,NASHUA HIGH SCHOOL SOUTH,Nashua,NH,Adm,12,3,9,
NATHAN HALE HIGH SCHOOL481128,NATHAN HALE HIGH SCHOOL,Seattle,WA,App,15,7,8,
NATHAN HALE HIGH SCHOOL481128,NATHAN HALE HIGH SCHOOL,Seattle,WA,Adm,12,5,7,
NATICK HIGH SCHOOL221475,NATICK HIGH SCHOOL,Natick,MA,App,12,9,,
NATICK HIGH SCHOOL221475,NATICK HIGH SCHOOL,Natick,MA,Adm,8,5,3,
NATIONAL CATHEDRAL SCHOOL90135,NATIONAL CATHEDRAL SCHOOL,Washington,DC,App,12,12,,
NATIONAL CATHEDRAL SCHOOL90135,NATIONAL CATHEDRAL SCHOOL,Washington,DC,Adm,11,11,,
NEEDHAM HIGH SCHOOL221485,NEEDHAM HIGH SCHOOL,Needham,MA,App,17,9,6,
NEEDHAM HIGH SCHOOL221485,NEEDHAM HIGH SCHOOL,Needham,MA,Adm,9,5,3,
NEENAH HIGH SCHOOL501615,NEENAH HIGH SCHOOL,Neenah,WI,App,5,,,
NEENAH HIGH SCHOOL501615,NEENAH HIGH SCHOOL,Neenah,WI,Adm,5,4,,
NEUQUA VALLEY HIGH SCHOOL143108,NEUQUA VALLEY HIGH SCHOOL,Naperville,IL,App,70,38,31,
NEUQUA VALLEY HIGH SCHOOL143108,NEUQUA VALLEY HIGH SCHOOL,Naperville,IL,Adm,50,29,21,
NEUQUA VALLEY HIGH SCHOOL143108,NEUQUA VALLEY HIGH SCHOOL,Naperville,IL,Enr,6,5,,
NEW CANAAN HIGH SCHOOL70465,NEW CANAAN HIGH SCHOOL,New Canaan,CT,App,24,16,7,
NEW CANAAN HIGH SCHOOL70465,NEW CANAAN HIGH SCHOOL,New Canaan,CT,Adm,15,11,3,
NEW CANAAN HIGH SCHOOL70465,NEW CANAAN HIGH SCHOOL,New Canaan,CT,Enr,6,5,,
NEW HAMPTON SCHOOL300440,NEW HAMPTON SCHOOL,New Hampton,NH,App,9,,7,
NEW HAMPTON SCHOOL300440,NEW HAMPTON SCHOOL,New Hampton,NH,Adm,4,,3,
NEW HYDE PARK MEMORIAL HS333347,NEW HYDE PARK MEMORIAL HS,New Hyde Park,NY,App,5,,5,
NEW HYDE PARK MEMORIAL HS333347,NEW HYDE PARK MEMORIAL HS,New Hyde Park,NY,Adm,4,,4,
NEW JERSEY990309,NEW JERSEY,,NJ,App,9,7,,
NEW JERSEY990309,NEW JERSEY,,NJ,Adm,6,4,,
NEW PROVIDENCE HIGH SCHOOL310999,NEW PROVIDENCE HIGH SCHOOL,New Providence,NJ,App,12,8,,
NEW PROVIDENCE HIGH SCHOOL310999,NEW PROVIDENCE HIGH SCHOOL,New Providence,NJ,Adm,9,8,,
NEW PROVIDENCE HIGH SCHOOL310999,NEW PROVIDENCE HIGH SCHOOL,New Providence,NJ,Enr,4,3,,
NEW ROCHELLE HIGH SCHOOL #1333366,NEW ROCHELLE HIGH SCHOOL #1,New Rochelle,NY,App,10,5,,
NEW ROCHELLE HIGH SCHOOL #1333366,NEW ROCHELLE HIGH SCHOOL #1,New Rochelle,NY,Adm,6,,4,
NEW TRIER HIGH SCHOOL144430,NEW TRIER HIGH SCHOOL,Winnetka,IL,App,95,51,43,
NEW TRIER HIGH SCHOOL144430,NEW TRIER HIGH SCHOOL,Winnetka,IL,Adm,58,36,22,
NEW TRIER HIGH SCHOOL144430,NEW TRIER HIGH SCHOOL,Winnetka,IL,Enr,11,10,,
NEW YORK990311,NEW YORK,,NY,App,16,7,9,
NEW YORK990311,NEW YORK,,NY,Adm,8,3,5,
NEWMAN SCHOOL220330,NEWMAN SCHOOL,Boston,MA,App,13,6,7,
NEWMAN SCHOOL220330,NEWMAN SCHOOL,Boston,MA,Adm,8,4,4,
NEWMAN SCHOOL220330,NEWMAN SCHOOL,Boston,MA,Enr,4,,,
NEWPORT HIGH SCHOOL480071,NEWPORT HIGH SCHOOL,Bellevue,WA,App,90,51,36,
NEWPORT HIGH SCHOOL480071,NEWPORT HIGH SCHOOL,Bellevue,WA,Adm,70,39,29,
NEWPORT HIGH SCHOOL480071,NEWPORT HIGH SCHOOL,Bellevue,WA,Enr,17,12,5,
NEWSOME HIGH SCHOOL100957,NEWSOME HIGH SCHOOL,Lithia,FL,App,6,,,
NEWSOME HIGH SCHOOL100957,NEWSOME HIGH SCHOOL,Lithia,FL,Adm,4,,,
NEWTON NORTH HIGH SCHOOL221555,NEWTON NORTH HIGH SCHOOL,Newtonville,MA,App,52,29,23,
NEWTON NORTH HIGH SCHOOL221555,NEWTON NORTH HIGH SCHOOL,Newtonville,MA,Adm,31,18,13,
NEWTON NORTH HIGH SCHOOL221555,NEWTON NORTH HIGH SCHOOL,Newtonville,MA,Enr,8,3,5,
NEWTON SOUTH HIGH SCHOOL221548,NEWTON SOUTH HIGH SCHOOL,Newton Centre,MA,App,48,19,29,
NEWTON SOUTH HIGH SCHOOL221548,NEWTON SOUTH HIGH SCHOOL,Newton Centre,MA,Adm,30,13,17,
NEWTON SOUTH HIGH SCHOOL221548,NEWTON SOUTH HIGH SCHOOL,Newton Centre,MA,Enr,6,,5,
NEWTOWN HIGH SCHOOL70550,NEWTOWN HIGH SCHOOL,Sandy Hook,CT,App,14,9,5,
NEWTOWN HIGH SCHOOL70550,NEWTOWN HIGH SCHOOL,Sandy Hook,CT,Adm,4,3,,
NICKERSON HIGH SCHOOL172180,NICKERSON HIGH SCHOOL,Nickerson,KS,App,6,,,
NICKERSON HIGH SCHOOL172180,NICKERSON HIGH SCHOOL,Nickerson,KS,Adm,5,,3,
NIGHTINGALE-BAMFORD SCHOOL333860,NIGHTINGALE-BAMFORD SCHOOL,New York,NY,App,6,6,,
NIGHTINGALE-BAMFORD SCHOOL333860,NIGHTINGALE-BAMFORD SCHOOL,New York,NY,Adm,3,3,,
NIKOLA TESLA STEM HIGH SCHOOL480976,NIKOLA TESLA STEM HIGH SCHOOL,Redmond,WA,App,57,34,23,
NIKOLA TESLA STEM HIGH SCHOOL480976,NIKOLA TESLA STEM HIGH SCHOOL,Redmond,WA,Adm,41,23,18,
NIKOLA TESLA STEM HIGH SCHOOL480976,NIKOLA TESLA STEM HIGH SCHOOL,Redmond,WA,Enr,4,3,,
NILE C KINNICK HIGH SCHOOL561940,NILE C KINNICK HIGH SCHOOL,Fpo,AP,App,14,6,8,
NILE C KINNICK HIGH SCHOOL561940,NILE C KINNICK HIGH SCHOOL,Fpo,AP,Adm,7,3,4,
NISKAYUNA HIGH SCHOOL335110,NISKAYUNA HIGH SCHOOL,Niskayuna,NY,App,8,,6,
NISKAYUNA HIGH SCHOOL335110,NISKAYUNA HIGH SCHOOL,Niskayuna,NY,Adm,4,,,
NIWOT HIGH SCHOOL60937,NIWOT HIGH SCHOOL,Niwot,CO,App,23,11,12,
NIWOT HIGH SCHOOL60937,NIWOT HIGH SCHOOL,Niwot,CO,Adm,17,9,8,
NIWOT HIGH SCHOOL60937,NIWOT HIGH SCHOOL,Niwot,CO,Enr,4,4,,
NORFOLK ACADEMY471610,NORFOLK ACADEMY,Norfolk,VA,App,7,,,
NORFOLK COLLEGIATE SCHOOL471573,NORFOLK COLLEGIATE SCHOOL,Norfolk,VA,Adm,3,3,,
NORMAN HIGH SCHOOL372555,NORMAN HIGH SCHOOL,Norman,OK,App,7,5,,
NORMAN NORTH HIGH SCHOOL372557,NORMAN NORTH HIGH SCHOOL,Norman,OK,App,10,6,,
NORMAN NORTH HIGH SCHOOL372557,NORMAN NORTH HIGH SCHOOL,Norman,OK,Adm,7,4,3,
NORTH ALLEGHENY SENIOR HS393745,NORTH ALLEGHENY SENIOR HS,Wexford,PA,App,26,14,12,
NORTH ALLEGHENY SENIOR HS393745,NORTH ALLEGHENY SENIOR HS,Wexford,PA,Adm,15,7,8,
NORTH ALLEGHENY SENIOR HS393745,NORTH ALLEGHENY SENIOR HS,Wexford,PA,Enr,3,,3,
NORTH ATLANTA HIGH SCHOOL110205,NORTH ATLANTA HIGH SCHOOL,Atlanta,GA,App,14,11,,
NORTH ATLANTA HIGH SCHOOL110205,NORTH ATLANTA HIGH SCHOOL,Atlanta,GA,Adm,12,10,,
NORTH BROWARD PREPARATORY SCH100249,NORTH BROWARD PREPARATORY SCH,Coconut Creek,FL,App,49,22,27,
NORTH BROWARD PREPARATORY SCH100249,NORTH BROWARD PREPARATORY SCH,Coconut Creek,FL,Adm,35,15,20,
NORTH BROWARD PREPARATORY SCH100249,NORTH BROWARD PREPARATORY SCH,Coconut Creek,FL,Enr,16,7,9,
NORTH BRUNSWICK TOWNSHIP HS311019,NORTH BRUNSWICK TOWNSHIP HS,North Brunswick,NJ,App,5,,,
NORTH BRUNSWICK TOWNSHIP HS311019,NORTH BRUNSWICK TOWNSHIP HS,North Brunswick,NJ,Adm,3,,,
NORTH CAROLINA SCHOOL SCI/MATH341077,NORTH CAROLINA SCHOOL SCI/MATH,Durham,NC,App,36,18,17,
NORTH CAROLINA SCHOOL SCI/MATH341077,NORTH CAROLINA SCHOOL SCI/MATH,Durham,NC,Adm,21,15,6,
NORTH CAROLINA990312,NORTH CAROLINA,,NC,App,7,,,
NORTH CAROLINA990312,NORTH CAROLINA,,NC,Adm,4,3,,
NORTH CREEK HIGH SCHOOL480013,NORTH CREEK HIGH SCHOOL,Bothell,WA,App,48,20,28,
NORTH CREEK HIGH SCHOOL480013,NORTH CREEK HIGH SCHOOL,Bothell,WA,Adm,35,16,19,
NORTH CREEK HIGH SCHOOL480013,NORTH CREEK HIGH SCHOOL,Bothell,WA,Enr,5,,4,
NORTH CROSS SCHOOL471941,NORTH CROSS SCHOOL,Roanoke,VA,App,5,,,
NORTH GWINNETT HIGH SCHOOL110508,NORTH GWINNETT HIGH SCHOOL,Suwanee,GA,App,16,9,6,
NORTH GWINNETT HIGH SCHOOL110508,NORTH GWINNETT HIGH SCHOOL,Suwanee,GA,Adm,13,7,5,
NORTH HUNTERDON HIGH SCHOOL310005,NORTH HUNTERDON HIGH SCHOOL,Annandale,NJ,App,6,,,
NORTH HUNTERDON HIGH SCHOOL310005,NORTH HUNTERDON HIGH SCHOOL,Annandale,NJ,Adm,4,,3,
NORTH KITSAP HIGH SCHOOL480920,NORTH KITSAP HIGH SCHOOL,Poulsbo,WA,App,11,8,,
NORTH KITSAP HIGH SCHOOL480920,NORTH KITSAP HIGH SCHOOL,Poulsbo,WA,Adm,10,7,3,
NORTH RALEIGH CHRISTIAN ACAD343223,NORTH RALEIGH CHRISTIAN ACAD,Raleigh,NC,App,10,5,5,
NORTH RALEIGH CHRISTIAN ACAD343223,NORTH RALEIGH CHRISTIAN ACAD,Raleigh,NC,Adm,8,4,4,
NORTH THURSTON HIGH SCHOOL480570,NORTH THURSTON HIGH SCHOOL,Lacey,WA,Adm,3,,,
NORTHAMPTON HIGH SCHOOL221592,NORTHAMPTON HIGH SCHOOL,Northampton,MA,App,5,5,,
NORTHAMPTON HIGH SCHOOL221592,NORTHAMPTON HIGH SCHOOL,Northampton,MA,Adm,5,5,,
NORTHERN BURLINGTON CTY REG HS310252,NORTHERN BURLINGTON CTY REG HS,Columbus,NJ,App,5,,,
NORTHERN BURLINGTON CTY REG HS310252,NORTHERN BURLINGTON CTY REG HS,Columbus,NJ,Adm,3,3,,
NORTHERN HIGHLANDS REGIONAL HS310001,NORTHERN HIGHLANDS REGIONAL HS,Allendale,NJ,App,16,15,,
NORTHERN HIGHLANDS REGIONAL HS310001,NORTHERN HIGHLANDS REGIONAL HS,Allendale,NJ,Adm,8,7,,
NORTHERN VALLEY REGIONAL HS310265,NORTHERN VALLEY REGIONAL HS,Demarest,NJ,App,20,13,7,
NORTHERN VALLEY REGIONAL HS310265,NORTHERN VALLEY REGIONAL HS,Demarest,NJ,Adm,11,6,5,
NORTHERN VALLEY REGIONAL HS310265,NORTHERN VALLEY REGIONAL HS,Demarest,NJ,Enr,4,,,
NORTHERN VALLEY REGIONAL HS311051,NORTHERN VALLEY REGIONAL HS,Old Tappan,NJ,App,10,6,,
NORTHERN VALLEY REGIONAL HS311051,NORTHERN VALLEY REGIONAL HS,Old Tappan,NJ,Adm,7,5,,
NORTHFIELD HIGH SCHOOL60014,NORTHFIELD HIGH SCHOOL,Denver,CO,App,8,6,,
NORTHFIELD HIGH SCHOOL60014,NORTHFIELD HIGH SCHOOL,Denver,CO,Adm,4,3,,
NORTHFIELD MOUNT HERMON SCHOOL220730,NORTHFIELD MOUNT HERMON SCHOOL,Mount Hermon,MA,App,39,19,20,
NORTHFIELD MOUNT HERMON SCHOOL220730,NORTHFIELD MOUNT HERMON SCHOOL,Mount Hermon,MA,Adm,26,12,14,
NORTHFIELD MOUNT HERMON SCHOOL220730,NORTHFIELD MOUNT HERMON SCHOOL,Mount Hermon,MA,Enr,5,,3,
NORTHLAND CHRISTIAN SCHOOL443414,NORTHLAND CHRISTIAN SCHOOL,Houston,TX,App,5,,,
NORTHLAND CHRISTIAN SCHOOL443414,NORTHLAND CHRISTIAN SCHOOL,Houston,TX,Adm,4,,,
NORTHLAND CHRISTIAN SCHOOL443414,NORTHLAND CHRISTIAN SCHOOL,Houston,TX,Enr,4,,,
NORTHLAND PREPARATORY ACADEMY30111,NORTHLAND PREPARATORY ACADEMY,Flagstaff,AZ,App,7,,5,
NORTHLAND PREPARATORY ACADEMY30111,NORTHLAND PREPARATORY ACADEMY,Flagstaff,AZ,Adm,6,,5,
NORTHSIDE COLLEGE PREP HS141342,NORTHSIDE COLLEGE PREP HS,Chicago,IL,App,39,25,14,
NORTHSIDE COLLEGE PREP HS141342,NORTHSIDE COLLEGE PREP HS,Chicago,IL,Adm,27,17,10,
NORTHVIEW HIGH SCHOOL111148,NORTHVIEW HIGH SCHOOL,Duluth,GA,App,44,18,23,
NORTHVIEW HIGH SCHOOL111148,NORTHVIEW HIGH SCHOOL,Duluth,GA,Adm,24,9,13,
NORTHWEST ACADEMY380912,NORTHWEST ACADEMY,Portland,OR,Adm,3,,,
NORTHWEST CAREER AND TECHNICAL290225,NORTHWEST CAREER AND TECHNICAL,Las Vegas,NV,App,12,8,,
NORTHWEST CAREER AND TECHNICAL290225,NORTHWEST CAREER AND TECHNICAL,Las Vegas,NV,Adm,10,8,,
NORTHWEST HIGH SCHOOL210589,NORTHWEST HIGH SCHOOL,Germantown,MD,App,15,7,8,
NORTHWEST HIGH SCHOOL210589,NORTHWEST HIGH SCHOOL,Germantown,MD,Adm,10,4,6,
NORTHWEST HIGH SCHOOL210589,NORTHWEST HIGH SCHOOL,Germantown,MD,Enr,3,,,
NORTHWEST SCHOOL THE481127,NORTHWEST SCHOOL THE,Seattle,WA,App,23,11,12,
NORTHWEST SCHOOL THE481127,NORTHWEST SCHOOL THE,Seattle,WA,Adm,18,9,9,
NORTHWEST SCHOOL THE481127,NORTHWEST SCHOOL THE,Seattle,WA,Enr,5,4,,
NORWICH FREE ACADEMY70590,NORWICH FREE ACADEMY,Norwich,CT,App,12,,8,
NORWICH FREE ACADEMY70590,NORWICH FREE ACADEMY,Norwich,CT,Adm,9,3,6,
NORWICH FREE ACADEMY70590,NORWICH FREE ACADEMY,Norwich,CT,Enr,3,,,
NOTRE DAME ACADEMY500800,NOTRE DAME ACADEMY,Green Bay,WI,Adm,3,,3,
NOTRE DAME HIGH SCHOOL70905,NOTRE DAME HIGH SCHOOL,West Haven,CT,App,6,,6,
NOTRE DAME HIGH SCHOOL70905,NOTRE DAME HIGH SCHOOL,West Haven,CT,Adm,5,,5,
NOTRE DAME HIGH SCHOOL311492,NOTRE DAME HIGH SCHOOL,Lawrenceville,NJ,App,11,,7,
NOTRE DAME HIGH SCHOOL311492,NOTRE DAME HIGH SCHOOL,Lawrenceville,NJ,Adm,8,3,5,
NOTRE DAME HIGH SCHOOL311492,NOTRE DAME HIGH SCHOOL,Lawrenceville,NJ,Enr,3,,,
NOTRE DAME HIGH SCHOOL391133,NOTRE DAME HIGH SCHOOL,Easton,PA,App,5,,,
NOTRE DAME HIGH SCHOOL391133,NOTRE DAME HIGH SCHOOL,Easton,PA,Adm,4,,3,
NOTRE DAME PREPARATORY HS30392,NOTRE DAME PREPARATORY HS,Scottsdale,AZ,App,10,6,,
NOTRE DAME PREPARATORY HS30392,NOTRE DAME PREPARATORY HS,Scottsdale,AZ,Adm,6,,3,
NOTRE DAME SCHOOL333870,NOTRE DAME SCHOOL,New York,NY,App,5,5,,
NSU UNIVERSITY SCHOOL100347,NSU UNIVERSITY SCHOOL,Davie,FL,App,17,10,6,
NSU UNIVERSITY SCHOOL100347,NSU UNIVERSITY SCHOOL,Davie,FL,Adm,12,7,4,
