Calculation1,School,City,County/State/ Territory,Count,All,Female,Male,Unknown
BERKELEY HIGH SCHOOL50290,BERKELEY HIGH SCHOOL,Berkeley,Alameda,Enr,23,16,7,
BEVERLY HILLS HIGH SCHOOL50320,BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,App,69,35,34,
BEVERLY HILLS HIGH SCHOOL50320,BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,Adm,27,14,13,
BEVERLY HILLS HIGH SCHOOL50320,BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,Enr,5,3,,
BIRMINGHAM COMMUNITY HS53615,BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,App,42,27,15,
BIRMINGHAM COMMUNITY HS53615,BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,Adm,11,7,4,
BISHOP UNION HIGH SCHOOL50345,BISHOP UNION HIGH SCHOOL,Bishop,Inyo,App,10,5,5,
BISHOP UNION HIGH SCHOOL50345,BISHOP UNION HIGH SCHOOL,Bishop,Inyo,Adm,4,3,,
BISHOP UNION HIGH SCHOOL50345,BISHOP UNION HIGH SCHOOL,Bishop,Inyo,Enr,3,3,,
BOLSA GRANDE HIGH SCHOOL51028,BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,App,37,25,12,
BOLSA GRANDE HIGH SCHOOL51028,BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,Adm,14,8,6,
BOLSA GRANDE HIGH SCHOOL51028,BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,Enr,4,3,,
BONITA HIGH SCHOOL51370,BONITA HIGH SCHOOL,La Verne,Los Angeles,App,32,15,17,
BONITA HIGH SCHOOL51370,BONITA HIGH SCHOOL,La Verne,Los Angeles,Adm,13,4,9,
BONITA VISTA HIGH SCHOOL50572,BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,App,29,19,10,
BONITA VISTA HIGH SCHOOL50572,BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,Adm,11,9,,
BRANHAM HIGH SCHOOL53082,BRANHAM HIGH SCHOOL,San Jose,Santa Clara,App,81,41,40,
BRANHAM HIGH SCHOOL53082,BRANHAM HIGH SCHOOL,San Jose,Santa Clara,Adm,33,20,13,
BUCKINGHAM COLLEGIATE CHR ACDM53596,BUCKINGHAM COLLEGIATE CHR ACDM,Vacaville,Solano,App,24,15,9,
BUCKINGHAM COLLEGIATE CHR ACDM53596,BUCKINGHAM COLLEGIATE CHR ACDM,Vacaville,Solano,Adm,15,9,6,
BUCKINGHAM COLLEGIATE CHR ACDM53596,BUCKINGHAM COLLEGIATE CHR ACDM,Vacaville,Solano,Enr,8,4,4,
BUENA PARK HIGH SCHOOL50378,BUENA PARK HIGH SCHOOL,Buena Park,Orange,App,14,8,6,
BUENA PARK HIGH SCHOOL50378,BUENA PARK HIGH SCHOOL,Buena Park,Orange,Adm,8,4,4,
BUENA PARK HIGH SCHOOL50378,BUENA PARK HIGH SCHOOL,Buena Park,Orange,Enr,3,,,
BUHACH COLONY HIGH SCHOOL50181,BUHACH COLONY HIGH SCHOOL,Atwater,Merced,App,47,24,23,
BUHACH COLONY HIGH SCHOOL50181,BUHACH COLONY HIGH SCHOOL,Atwater,Merced,Adm,21,13,8,
BUHACH COLONY HIGH SCHOOL50181,BUHACH COLONY HIGH SCHOOL,Atwater,Merced,Enr,4,4,,
BULLARD HIGH SCHOOL50973,BULLARD HIGH SCHOOL,Fresno,Fresno,App,31,21,10,
BULLARD HIGH SCHOOL50973,BULLARD HIGH SCHOOL,Fresno,Fresno,Adm,15,11,4,
BULLARD HIGH SCHOOL50973,BULLARD HIGH SCHOOL,Fresno,Fresno,Enr,4,,,
BURBANK SENIOR HIGH SCHOOL50385,BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,App,52,30,22,
BURBANK SENIOR HIGH SCHOOL50385,BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,Adm,27,15,12,
BURLINGAME HIGH SCHOOL50410,BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,App,117,56,61,
BURLINGAME HIGH SCHOOL50410,BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,Adm,54,33,21,
BURLINGAME HIGH SCHOOL50410,BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,Enr,10,7,3,
C K MCCLATCHY HIGH SCHOOL52705,C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,App,85,52,33,
C K MCCLATCHY HIGH SCHOOL52705,C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,Adm,35,24,11,
C K MCCLATCHY HIGH SCHOOL52705,C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,Enr,5,4,,
CABRILLO HIGH SCHOOL51450,CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,App,20,9,11,
CABRILLO HIGH SCHOOL51450,CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,Adm,8,4,4,
CAJON HIGH SCHOOL52773,CAJON HIGH SCHOOL,San Bernardino,San Bernardino,App,40,28,12,
CAJON HIGH SCHOOL52773,CAJON HIGH SCHOOL,San Bernardino,San Bernardino,Adm,16,11,5,
CAJON HIGH SCHOOL52773,CAJON HIGH SCHOOL,San Bernardino,San Bernardino,Enr,5,4,,
CALABASAS HIGH SCHOOL50421,CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,App,117,58,59,
CALABASAS HIGH SCHOOL50421,CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,Adm,49,30,19,
CALABASAS HIGH SCHOOL50421,CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,Enr,8,5,3,
CALEXICO HIGH SCHOOL50425,CALEXICO HIGH SCHOOL,Calexico,Imperial,App,29,15,14,
CALEXICO HIGH SCHOOL50425,CALEXICO HIGH SCHOOL,Calexico,Imperial,Adm,14,6,8,
CALEXICO HIGH SCHOOL50425,CALEXICO HIGH SCHOOL,Calexico,Imperial,Enr,4,,,
CALIFORNIA ACAD MATH & SCIENCE50491,CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,App,30,22,8,
CALIFORNIA ACAD MATH & SCIENCE50491,CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,Adm,12,8,4,
CALIFORNIA ACAD MATH & SCIENCE50491,CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,Enr,3,3,,
CALIFORNIA CITY HIGH SCHOOL54348,CALIFORNIA CITY HIGH SCHOOL,California City,Kern,Adm,3,3,,
CALIFORNIA CONNCT ACDMY S CAL54092,CALIFORNIA CONNCT ACDMY S CAL,San Juan Capistrano,Orange,App,18,13,5,
CALIFORNIA CONNCT ACDMY S CAL54092,CALIFORNIA CONNCT ACDMY S CAL,San Juan Capistrano,Orange,Adm,7,6,,
CALIFORNIA CONNECTIONS RIPON54643,CALIFORNIA CONNECTIONS RIPON,Ripon,San Joaquin,App,6,,,
CALIFORNIA CONNECTIONS RIPON54643,CALIFORNIA CONNECTIONS RIPON,Ripon,San Joaquin,Adm,3,,3,
CALIFORNIA CONNECTIONS RIPON54643,CALIFORNIA CONNECTIONS RIPON,Ripon,San Joaquin,Enr,3,,3,
CALIFORNIA HIGH SCHOOL53229,CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,App,229,127,102,
CALIFORNIA HIGH SCHOOL53229,CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,Adm,106,64,42,
CALIFORNIA HIGH SCHOOL53229,CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,Enr,21,14,7,
CALISTOGA HIGH SCHOOL50435,CALISTOGA HIGH SCHOOL,Calistoga,Napa,App,7,6,,
CALISTOGA HIGH SCHOOL50435,CALISTOGA HIGH SCHOOL,Calistoga,Napa,Adm,4,4,,
CAMINO NUEVO HIGH SCHOOL NO 254693,CAMINO NUEVO HIGH SCHOOL NO 2,Los Angeles,Los Angeles,App,12,9,,
CAMPOLINDO HIGH SCHOOL52058,CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,App,113,59,52,
CAMPOLINDO HIGH SCHOOL52058,CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,Adm,44,23,21,
CAMPOLINDO HIGH SCHOOL52058,CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,Enr,8,,6,
CANOGA PARK HIGH SCHOOL50465,CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,App,15,12,,
CANOGA PARK HIGH SCHOOL50465,CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,Adm,5,3,,
CANYON CREST ACADEMY50893,CANYON CREST ACADEMY,San Diego,San Diego,App,256,120,135,
CANYON CREST ACADEMY50893,CANYON CREST ACADEMY,San Diego,San Diego,Adm,94,57,37,
CANYON CREST ACADEMY50893,CANYON CREST ACADEMY,San Diego,San Diego,Enr,10,7,3,
CANYON HIGH SCHOOL52267,CANYON HIGH SCHOOL,Anaheim,Orange,App,57,22,35,
CANYON HIGH SCHOOL52267,CANYON HIGH SCHOOL,Anaheim,Orange,Adm,21,5,16,
CANYON HIGH SCHOOL53341,CANYON HIGH SCHOOL,Canyon Country,Los Angeles,App,21,11,10,
CANYON HIGH SCHOOL53341,CANYON HIGH SCHOOL,Canyon Country,Los Angeles,Adm,6,4,,
CAPISTRANO VALLEY HIGH SCHOOL51968,CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,App,63,31,32,
CAPISTRANO VALLEY HIGH SCHOOL51968,CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,Adm,23,15,8,
CAPISTRANO VALLEY HIGH SCHOOL51968,CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,Enr,5,4,,
CAPUCHINO HIGH SCHOOL52810,CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,App,48,32,16,
CAPUCHINO HIGH SCHOOL52810,CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,Adm,16,11,5,
CAPUCHINO HIGH SCHOOL52810,CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,Enr,4,3,,
CARLMONT HIGH SCHOOL50270,CARLMONT HIGH SCHOOL,Belmont,San Mateo,App,206,109,97,
CARLMONT HIGH SCHOOL50270,CARLMONT HIGH SCHOOL,Belmont,San Mateo,Adm,68,40,28,
CARLMONT HIGH SCHOOL50270,CARLMONT HIGH SCHOOL,Belmont,San Mateo,Enr,18,9,9,
CARLSBAD HIGH SCHOOL50472,CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,App,74,43,31,
CARLSBAD HIGH SCHOOL50472,CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,Adm,22,15,7,
CARMEL HIGH SCHOOL50475,CARMEL HIGH SCHOOL,Carmel,Monterey,App,40,27,13,
CARMEL HIGH SCHOOL50475,CARMEL HIGH SCHOOL,Carmel,Monterey,Adm,21,13,8,
CARMEL HIGH SCHOOL50475,CARMEL HIGH SCHOOL,Carmel,Monterey,Enr,7,5,,
CARPINTERIA HIGH SCHOOL50490,CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,App,19,11,8,
CARPINTERIA HIGH SCHOOL50490,CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,Adm,9,6,3,
CARSON HIGH SCHOOL53515,CARSON HIGH SCHOOL,Carson,Los Angeles,App,14,9,5,
CARSON HIGH SCHOOL53515,CARSON HIGH SCHOOL,Carson,Los Angeles,Adm,4,3,,
CASA GRANDE HIGH SCHOOL52448,CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,App,44,21,21,
CASA GRANDE HIGH SCHOOL52448,CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,Adm,12,8,3,
CASA GRANDE HIGH SCHOOL52448,CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,Enr,3,3,,
CASA ROBLE FUNDAMENTAL HS52284,CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,App,19,12,7,
CASA ROBLE FUNDAMENTAL HS52284,CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,Adm,11,6,5,
CASA ROBLE FUNDAMENTAL HS52284,CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,Enr,3,,,
CASTLEMONT HIGH SCHOOL54611,CASTLEMONT HIGH SCHOOL,Oakland,Alameda,App,14,10,,
CASTLEMONT HIGH SCHOOL54611,CASTLEMONT HIGH SCHOOL,Oakland,Alameda,Adm,6,5,,
CASTRO VALLEY HIGH SCHOOL50500,CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,App,187,96,91,
CASTRO VALLEY HIGH SCHOOL50500,CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,Adm,72,45,27,
CASTRO VALLEY HIGH SCHOOL50500,CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,Enr,30,17,13,
CATHEDRAL CITY HIGH SCHOOL50508,CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,App,26,18,8,
CATHEDRAL CITY HIGH SCHOOL50508,CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,Adm,11,9,,
CEIBA COLLEGE PREPARATORY ACAD54597,CEIBA COLLEGE PREPARATORY ACAD,Watsonville,Santa Cruz,App,11,5,6,
CEIBA COLLEGE PREPARATORY ACAD54597,CEIBA COLLEGE PREPARATORY ACAD,Watsonville,Santa Cruz,Adm,5,,3,
CENTENNIAL HIGH SCHOOL50676,CENTENNIAL HIGH SCHOOL,Corona,Riverside,App,58,36,22,
CENTENNIAL HIGH SCHOOL50676,CENTENNIAL HIGH SCHOOL,Corona,Riverside,Adm,29,21,8,
CENTENNIAL HIGH SCHOOL50676,CENTENNIAL HIGH SCHOOL,Corona,Riverside,Enr,3,3,,
CENTER HIGH SCHOOL52141,CENTER HIGH SCHOOL,Antelope,Sacramento,App,19,10,9,
CENTER HIGH SCHOOL52141,CENTER HIGH SCHOOL,Antelope,Sacramento,Adm,7,5,,
CENTRAL COAST NEW TECH HIGH54664,CENTRAL COAST NEW TECH HIGH,Nipomo,San Luis Obispo,App,7,,,
CENTRAL HIGH SCHOOL EAST/WEST50975,CENTRAL HIGH SCHOOL EAST/WEST,Fresno,Fresno,App,32,17,15,
CENTRAL HIGH SCHOOL EAST/WEST50975,CENTRAL HIGH SCHOOL EAST/WEST,Fresno,Fresno,Adm,12,8,4,
CENTRAL HIGH SCHOOL EAST/WEST50975,CENTRAL HIGH SCHOOL EAST/WEST,Fresno,Fresno,Enr,4,,,
CENTRAL UNION HIGH SCHOOL50810,CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,App,21,12,9,
CENTRAL UNION HIGH SCHOOL50810,CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,Adm,12,5,7,
CENTRAL UNION HIGH SCHOOL50810,CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,Enr,3,3,,
CENTRAL VALLEY HIGH SCHOOL50520,CENTRAL VALLEY HIGH SCHOOL,Shasta Lake,Shasta,Adm,3,,,
CENTRAL VALLEY HIGH SCHOOL53988,CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,App,38,17,21,
CENTRAL VALLEY HIGH SCHOOL53988,CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,Adm,15,6,9,
CENTRAL VALLEY HIGH SCHOOL53988,CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,Enr,8,3,5,
CENTURY HIGH SCHOOL53249,CENTURY HIGH SCHOOL,Santa Ana,Orange,App,30,20,10,
CENTURY HIGH SCHOOL53249,CENTURY HIGH SCHOOL,Santa Ana,Orange,Adm,12,9,3,
CERES HIGH SCHOOL50525,CERES HIGH SCHOOL,Ceres,Stanislaus,App,44,23,21,
CERES HIGH SCHOOL50525,CERES HIGH SCHOOL,Ceres,Stanislaus,Adm,20,14,6,
CERES HIGH SCHOOL50525,CERES HIGH SCHOOL,Ceres,Stanislaus,Enr,9,8,,
CERRITOS HIGH SCHOOL50527,CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,App,75,49,26,
CERRITOS HIGH SCHOOL50527,CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,Adm,31,23,8,
CERRITOS HIGH SCHOOL50527,CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,Enr,7,5,,
CESAR CHAVEZ HIGH SCHOOL53966,CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,App,43,20,23,
CESAR CHAVEZ HIGH SCHOOL53966,CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,Adm,19,12,7,
CESAR CHAVEZ HIGH SCHOOL53966,CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,Enr,7,5,,
CESAR E CHAVEZ HIGH SCHOOL50841,CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,App,16,8,8,
CESAR E CHAVEZ HIGH SCHOOL50841,CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,Adm,8,3,5,
CHAFFEY HIGH SCHOOL52275,CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,App,21,17,,
CHAFFEY HIGH SCHOOL52275,CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,Adm,6,4,,
CHANNEL ISLANDS HIGH SCHOOL52297,CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,App,42,28,14,
CHANNEL ISLANDS HIGH SCHOOL52297,CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,Adm,18,12,6,
CHANNEL ISLANDS HIGH SCHOOL52297,CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,Enr,4,3,,
CHAPARRAL HIGH SCHOOL53539,CHAPARRAL HIGH SCHOOL,Temecula,Riverside,App,42,30,12,
CHAPARRAL HIGH SCHOOL53539,CHAPARRAL HIGH SCHOOL,Temecula,Riverside,Adm,20,17,3,
CHAPARRAL HIGH SCHOOL53539,CHAPARRAL HIGH SCHOOL,Temecula,Riverside,Enr,4,4,,
CHATSWORTH HIGH SCHOOL50528,CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,App,20,10,10,
CHATSWORTH HIGH SCHOOL50528,CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,Adm,9,5,4,
CHICO SENIOR HIGH SCHOOL50545,CHICO SENIOR HIGH SCHOOL,Chico,Butte,App,30,15,15,
CHICO SENIOR HIGH SCHOOL50545,CHICO SENIOR HIGH SCHOOL,Chico,Butte,Adm,21,10,11,
CHICO SENIOR HIGH SCHOOL50545,CHICO SENIOR HIGH SCHOOL,Chico,Butte,Enr,6,3,3,
CHINO HIGH SCHOOL50555,CHINO HIGH SCHOOL,Chino,San Bernardino,App,11,6,5,
CHINO HILLS HIGH SCHOOL50564,CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,App,62,32,30,
CHINO HILLS HIGH SCHOOL50564,CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,Adm,25,14,11,
CHINO HILLS HIGH SCHOOL50564,CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,Enr,3,3,,
CHOWCHILLA UNION HIGH SCHOOL50570,CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,App,11,9,,
CHOWCHILLA UNION HIGH SCHOOL50570,CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,Adm,6,5,,
CHRISTOPHER HIGH SCHOOL54364,CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,App,30,22,8,
CHRISTOPHER HIGH SCHOOL54364,CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,Adm,15,12,3,
CHRISTOPHER HIGH SCHOOL54364,CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,Enr,4,4,,
CHULA VISTA LRNG CMNTY CHARTER54654,CHULA VISTA LRNG CMNTY CHARTER,Chula Vista,San Diego,App,9,5,,
CHULA VISTA LRNG CMNTY CHARTER54654,CHULA VISTA LRNG CMNTY CHARTER,Chula Vista,San Diego,Adm,6,3,3,
CHULA VISTA SENIOR HIGH SCHOOL50580,CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,App,22,14,8,
CHULA VISTA SENIOR HIGH SCHOOL50580,CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,Adm,4,,4,
CITRUS HILL HIGH SCHOOL53978,CITRUS HILL HIGH SCHOOL,Perris,Riverside,App,29,19,10,
CITRUS HILL HIGH SCHOOL53978,CITRUS HILL HIGH SCHOOL,Perris,Riverside,Adm,9,5,4,
CITRUS HILL HIGH SCHOOL53978,CITRUS HILL HIGH SCHOOL,Perris,Riverside,Enr,3,,,
CITY HONORS HIGH SCHOOL51261,CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,App,14,11,,
CITY HONORS HIGH SCHOOL51261,CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,Adm,8,6,,
CITY HONORS HIGH SCHOOL51261,CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,Enr,3,,,
CLAIREMONT HIGH SCHOOL52837,CLAIREMONT HIGH SCHOOL,San Diego,San Diego,App,13,10,,
CLAIREMONT HIGH SCHOOL52837,CLAIREMONT HIGH SCHOOL,San Diego,San Diego,Adm,6,5,,
CLAREMONT HIGH SCHOOL50590,CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,App,54,32,22,
CLAREMONT HIGH SCHOOL50590,CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,Adm,17,6,11,
CLAREMONT HIGH SCHOOL50590,CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,Enr,3,3,,
CLASSICAL ACADEMY HIGH SCHOOL54194,CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,App,13,7,5,
CLASSICAL ACADEMY HIGH SCHOOL54194,CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,Adm,9,6,3,
CLAYTON VALLEY HIGH SCHOOL50658,CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,App,101,66,34,
CLAYTON VALLEY HIGH SCHOOL50658,CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,Adm,42,32,10,
CLAYTON VALLEY HIGH SCHOOL50658,CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,Enr,13,9,4,
CLEAR LAKE HIGH SCHOOL51345,CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,App,6,,,
CLEVELAND HIGH SCHOOL52618,CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,App,96,63,31,
CLEVELAND HIGH SCHOOL52618,CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,Adm,49,33,15,
CLEVELAND HIGH SCHOOL52618,CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,Enr,5,4,,
CLOVERDALE HIGH SCHOOL50610,CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,App,10,,6,
CLOVERDALE HIGH SCHOOL50610,CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,Adm,3,,3,
CLOVIS EAST HIGH SCHOOL50622,CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,App,36,22,14,
CLOVIS EAST HIGH SCHOOL50622,CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,Adm,20,15,5,
CLOVIS EAST HIGH SCHOOL50622,CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,Enr,6,4,,
CLOVIS HIGH SCHOOL50615,CLOVIS HIGH SCHOOL,Clovis,Fresno,App,34,15,19,
CLOVIS HIGH SCHOOL50615,CLOVIS HIGH SCHOOL,Clovis,Fresno,Adm,13,8,5,
CLOVIS HIGH SCHOOL50615,CLOVIS HIGH SCHOOL,Clovis,Fresno,Enr,3,,,
CLOVIS NORTH HIGH SCHOOL50628,CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,App,90,44,46,
CLOVIS NORTH HIGH SCHOOL50628,CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,Adm,34,18,16,
CLOVIS WEST HIGH SCHOOL50982,CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,App,37,18,19,
CLOVIS WEST HIGH SCHOOL50982,CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,Adm,13,10,3,
COACHELLA VALLEY HIGH SCHOOL50620,COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,App,30,23,7,
COACHELLA VALLEY HIGH SCHOOL50620,COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,Adm,13,10,3,
COACHELLA VALLEY HIGH SCHOOL50620,COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,Enr,6,5,,
COALINGA HIGH SCHOOL50630,COALINGA HIGH SCHOOL,Coalinga,Fresno,App,8,5,,
COALINGA HIGH SCHOOL50630,COALINGA HIGH SCHOOL,Coalinga,Fresno,Adm,6,4,,
COAST UNION HIGH SCHOOL50440,COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,App,5,,,
COAST UNION HIGH SCHOOL50440,COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,Adm,4,3,,
COLISEUM COLLEGE PREP ACADEMY54412,COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,App,27,24,,
COLISEUM COLLEGE PREP ACADEMY54412,COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,Adm,11,11,,
COLLEGE PARK HIGH SCHOOL50659,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,App,66,34,31,
COLLEGE PARK HIGH SCHOOL50659,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,Adm,24,16,8,
COLLEGE PARK HIGH SCHOOL50659,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,Enr,9,6,3,
COLONY HIGH SCHOOL52384,COLONY HIGH SCHOOL,Ontario,San Bernardino,App,12,9,,
COLONY HIGH SCHOOL52384,COLONY HIGH SCHOOL,Ontario,San Bernardino,Adm,3,,,
COLTON HIGH SCHOOL50640,COLTON HIGH SCHOOL,Colton,San Bernardino,App,11,9,,
COLTON HIGH SCHOOL50640,COLTON HIGH SCHOOL,Colton,San Bernardino,Adm,6,6,,
COLTON HIGH SCHOOL50640,COLTON HIGH SCHOOL,Colton,San Bernardino,Enr,3,3,,
COMPTON EARLY COLLEGE54865,COMPTON EARLY COLLEGE,Compton,Los Angeles,App,20,16,,
COMPTON EARLY COLLEGE54865,COMPTON EARLY COLLEGE,Compton,Los Angeles,Adm,3,,,
COMPTON SENIOR HIGH SCHOOL50651,COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,App,31,20,11,
COMPTON SENIOR HIGH SCHOOL50651,COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,Adm,8,7,,
CONCORD HIGH SCHOOL50657,CONCORD HIGH SCHOOL,Concord,Contra Costa,App,42,27,15,
CONCORD HIGH SCHOOL50657,CONCORD HIGH SCHOOL,Concord,Contra Costa,Adm,19,11,8,
CONCORD HIGH SCHOOL50657,CONCORD HIGH SCHOOL,Concord,Contra Costa,Enr,5,,3,
CONNECTING WATERS CHARTER SCH53706,CONNECTING WATERS CHARTER SCH,Waterford,Stanislaus,App,7,5,,
CONSERVATORY VOCAL/INSTRM ARTS54871,CONSERVATORY VOCAL/INSTRM ARTS,Oakland,Alameda,Adm,3,3,,
CONTRA COSTA SCH PRFRMING ARTS50329,CONTRA COSTA SCH PRFRMING ARTS,Walnut Creek,Contra Costa,App,5,,,
CORCORAN HIGH SCHOOL50665,CORCORAN HIGH SCHOOL,Corcoran,Kings,App,12,,8,
CORCORAN HIGH SCHOOL50665,CORCORAN HIGH SCHOOL,Corcoran,Kings,Adm,4,,,
CORDOVA HIGH SCHOOL52553,CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,App,19,11,7,
